Term,Meaning_of_term,Dialect type,Fill_in_Blank_question,correct_answer
مفطح,المْفَطَّح هي الذبيحة الضأن المطبوخة للوليمة و تقدم كاملة (مقطوعه الاطراف) و غير مقطوعه الذنبة (الليَّة) ، تقدم على الأرز,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: تُستخدم كلمة ""مفطح"" للإشارة إلى المطبوخة للوليمة. 
الخيارات: 
A) الدجاج 
B) الضأن 
C) السمك 
D) لحم البقر",B
مفقته,معنها الخروج للسهر في الليل والاستخناث. اصل الكلمة Faggot باللغة الانجليزية.,Central,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: يستخدم المصطلح ""مفقته"" للإشارة إلى في الليل. 
الخيارات: 
A) السهر والاستخناث 
B) النوم المبكر 
C) العمل 
D) الدراسة",A
مفلم,اي مكبر المواضيع او زايد بهارات على السالفة,General,"المهمة: قم بملء الفراغ بالكلمة المناسبة.
السؤال: لا تصدقه، ترى دايم ____ في سوالفه.
الخيارات:
أ) صادق
ب) مختصر
ج) مفلم
د) ساكت",ج
مقربع,هو الشيء القديم المهترئ. وتأتي بصيغة قرمبع,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر فقط جواباً واحداً بدون أي ملاحظات. 
السؤال: السيارة قديمة جداً، ولذلك هي . 
الخيارات: 
A) جديدة 
B) مقربعة 
C) حديثة 
D) سريعة",B
أمحق,عبارة تدل على عدم الرضا مع الأستهزاء.,General,"المهمة: اكمل الفراغ بكلمة صحيحة.
السؤال: عندما يشعر شخص بعدم الرضا عن شيء ما، يمكنه أن يقول '_______'.
الخيارات:
أ) الحمد لله
ب) أمحق
ج) ما شاء الله
د) الله يوفقك",ب
يهك,يِهِكْ : يكذب,Central,"المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: أحمد دائماً _____ علينا.
الخيارات:
أ) يهك
ب) يصدق
ج) يتحجى
د) يضحك",أ
أجادي,"تأتي بمعني ""لعل"" أو ""يمكن"" أو ""إذن"".",Western,"المهمة: اختر الجواب الصحيح. 
السؤال: ""ما لقيت الجوال ع التسريحة - نسيته في السيارة."" 
الخيارات: 
A) أجادي 
B) دائماً 
C) أبداً 
D) حتماً",A
ملكت,يعني الزواج ,Western,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: استخدم الكلمة ""ملكت"" في جملة شاملة: ""هو بنت عمه."" 
الخيارات: 
A) شاف 
B) ملك 
C) طلع 
D) عزم",B
من تحت لتحت,صفة تطلق على من ساءت نواياه وهو يتظاهر بالبراءة.,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: الشخص الذي يتظاهر بالبراءة ولكن لديه نوايا سيئة يوصف بأنه من تحت لتحت. 
الخيارات: 
A) منصف 
B) طيب 
C) سوسة 
D) صدوق",C
من جنب القِدَّة,عبارة استهزاء تستخدم لوصف مدى السوء الشديد لشيء ما. والمقصود بالقدة: المرمى في لعبة كرة القدم.,Southern,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: عبارة ""من جنب القِدَّة"" تعني أنها تعبر عن لشئ ما. 
الخيارات: 
A) الجيد 
B) السيئ 
C) الممتاز 
D) العادي.",B
منتسفي,"بمعنى كلمة "" منقلب "" .",Central,"المهمة: إكمال الجملة بملء الفراغ.
السؤال: أحمد قال: 'شفت علي __________ سيارته اليوم.'
الخيارات:
أ) آنتسفت
ب) باع
ج) اشترا
د) ركب",أ
منسم,منَسم. بشد السين مع كسرها. صفة تطلق على الشخص الفكاهي والمرح والهزلي.,Southern,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: استخدم كلمة ""منسم"" في جملة: ""الولد في المدرسة ."" 
الخيارات:
A) جاد 
B) منسم 
C) كسول 
D) ساكت",B
منطجّه,تقال اذا بلغ الشيء منتهاه من التعبئة أو زاد عن حدّه وتقال للمرأة السمينة والبدينة,Central,"المهمة: أكمل الجملة التالية.
السؤال: البنت ______ الكرة منطجّه.
الخيارات:
أ) صغيرة
ب) منطجّه
ج) رائعه
د) لعبه",ب
منطقي,منطقي ، منطقية، - تقال على على الحجة السليمة الخالية من اخطاء الاستدلال او المغالطات المنطقية - شخص محترف بعلم المنطق وهو يعلم يختص ب تمييز الاستدلال السليم والاستدلال الفاسد للحجج. بالاصل الكلمة مشتقة من الكلمة اليونانية logos والتي تعني العقل/الكلام. اما بالعربية فهي مشتقة من النطق وهو الكلام؛ ويقصد به الكلام العقلي سليم الترابط والصحة. ويجدر الذكر ان هذا العلم له جذور في الثقافة الإسلامية وان ابن الرازي قد ألف كتابًا يعلم اتقان المنطق والمحاججة في عصر الاسلام الذهبي في بيت الحكمة ، ولكنه قد حرق.,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر الجواب الصحيح فقط دون أية ملاحظات. 
السؤال: يجب أن تكون الحجة حتى تكون مقبولة منطقيًا. 
الخيارات: 
A) عاطفية 
B) عقلانية 
C) شخصية 
D) عشوائية",B
منفس,معصب، غاضب,Southern,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يغضب الأخ، نقول إنه ______.
الخيارات:
أ) منفس
ب) هادئ
ج) سعيد
د) مطمئن",أ
مهبول, هي كلمة سعودية نجدية معناها غبي,Central,"المهمة: أكمل الفراغ في الجملة.
السؤال: عندما قالوا لي أن الولد مهبول، عرفت أنهم _____ .
الخيارات:
أ) ذكي
ب) غبي
ج) شجاع
د) رفيق",ب
مهو بهذا,مهو بهذا : تعني غير موجود,Central,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: أخوك . 
الخيارات: 
A) هنا 
B) مهو بهذا 
C) في البيت 
D) مشغول",B
مهيض,مِهَيِّض ، مهيَّض ، الهيضة ، تهْييض المهيِّض هو الشخص الذي يقدر ان يحمس الناس الى اقصى حد. والمهيَّض (بالفتح على الياء) : شخض تحمس الى اقصى درجة.,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية. 
السؤال: ""لا تشغل أغنية حماسية لخويك سريع التهيض وهو عشان ما تسوون حادث."" 
الاختيارات: 
A) يدرس 
B) يسوق 
C) ينام 
D) يلعب",B
موهو,"تعني ""ماذا؟"" وتستخدم عند عدم سماع ما قاله الشخص الآخر",General,"### نوع السؤال: املأ الفراغ
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: إذا قال خالد: ""ما اسمك؟"" فرد مشعل بالقول: ""؟""
- الخيارات:
 A) عفواً 
 B) موهو 
 C) شكراً 
 D) لا أدري 
-",B
ميتي,ميتي : وتعني مماتي او موتي وهي كلمه حائليه اي من مدينة حائل,Northern,"### نوع السؤال: املأ الفراغ
- المهمة: اختر فقط إجابة واحدة دون أي ملاحظات.
- السؤال: ""أحبك يا بعد حيي و."" 
- الخيارات:
 A) ميتي 
 B) حياتي 
 C) أصحابي 
 D) رفاقي 
-",A
نامس,"بمعنى ""بعوضة"" ويستخدم لفظ نامس للجمع ولفظ نامسة للمفرد",General,"### نوع السؤال: املأ الفراغ
- المهمة: اختر الجواب الصحيح فقط بدون أي ملاحظات إضافية.
- السؤال: استخدم الكلمة ""نامس"" في الجملة التالية: ""قبصتني "".
- الخيارات:
 A) قطة 
 B) نامسة 
 C) نامس 
 D) دبور 
-",C
ناه,ناه تأتي بمعنى ( انظر ),Southern,"### نوع السؤال: املأ الفراغ
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: استخدم الكلمة ""ناه"" في الجملة التالية: ""ليتك اياه يالحبيب."" 
الخيارات: 
A) تذهب 
B) تنظر 
C) تتحدث 
D) تسمع",B
نايد,"نايد يعني بعيد ""مالي مشاريه على نايد الناس""",Southern,"المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: الجملة التالية: 'مالي مشاريه على نايد ______.'
الخيارات:
أ) الناس
ب) الأنوار
ج) الأوقات
د) الأشياء",أ
نَجَفَة,الثريا، أو نور الزينة المتدلي من السقف.,General,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: اللمبات حقت النجفة كلها . 
الخيارات: 
A) اشتغلت 
B) اتحرقت 
C) اتعطلت 
D) انصدمت",B
نحشة,هروب,Central,"### نوع السؤال: املأ الفراغ
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: شخص قال ""وش نسوي الحين؟"" فرد عليه: ""."" 
الخيارات: 
A) نلعب 
B) النحشة 
C) نتحدث 
D) نأكل 
الجواب الصحيح: B (النحشة)",
نخولي,بمعنى: الخائن أو النذل,Central,"### نوع السؤال: املأ الفراغ
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: إذا أراد أحدهم أن يقول لصديقه ""ابتعد عن الخائن""، يمكنه أن يقول: ""ياواد سيب عنك شغل ."" 
- الخيارات:
 A) النبل 
 B) النخولة 
 C) الوفاء 
 D) الأمانة 
-",B
نسبر,نسبر تعني اهدار او الاسراف في الشيء بكثرة,General,"المهمة: استخدم الكلمة المناسبة في الفراغ التالي.
السؤال: محمد ينسبر الفلوس كما أنها _____ في يده.
الخيارات:
أ) دواء
ب) لعبة
ج) سيارة
د) طعام",ب
نشه,اخر ليفيل بالغزل وهي تشم الشخص وتحضنه وتبوسه بنفس اللحظه واختصر هذا كله بكلمة نشه,Central,"### نوع السؤال: املأ الفراغ
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات. 
السؤال: أريد أن نشه. 
الخيارات: 
A) أشتري 
B) أكون 
C) أنشك 
D) أرى",C
