Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
اطَّسِل !,بتشديد الطاء تعني اتصل ويعود ذلك لأن اللهجة الحجازية تعمل على تفخيم حرف التاء إلى أن يصبح نطقه شبيه بحرف الطاء فتتغير الكلمة جذرياً.,Western,"المهمة: اشرح الفهم الثقافي لكلمة 'اطَّسِل !'.
السؤال: لماذا تستخدم الكلمة 'اطَّسِل !' في اللهجة الحجازية للإشارة إلى الاتصال؟
الخيارات:
أ) لأنها تعبر عن النية في الذهاب
ب) لأنها تستخدم لتشجيع الأصدقاء
ج) لأنها تشير إلى تغير نطق حرف التاء
د) لأنها تعني الانتظار",ج
أذلف,يعني رح او اذهب,General,"المهمة: اختر التفسير الصحيح لكلمة 'أذلف' في الثقافة السعودية.
السؤال: ما هو دلالة كلمة 'أذلف' في اللهجة السعودية؟
الخيارات:
أ) أمر بالخروج
ب) طلب للحضور
ج) دعوة للبقاء
د) تحية",أ
أرخي,اخفضي ، وطي,Southern,"المهمة: قم بشرح المعنى الثقافي لكلمة 'أرخي'.
السؤال: ما الذي يعنيه استخدام كلمة 'أرخي' في اللهجة السعودية؟
الخيارات:
أ) يعني الإغراق بالماء
ب) يعني التخفيف من حدة الأمر
ج) يعني الحذر من شيء
د) يعني التحذير من الخطر",ب
أَرْقِنني,كلمة تستخدم في المنطقة الجنوبية بمعنى ها أنا هنا,Southern,"المهمة: حدد ما تمثله كلمة 'أَرْقِنني' في الثقافة السعودية.
السؤال: ما الذي يعبر عنه استخدام كلمة 'أَرْقِنني' في اللهجة الجنوبية؟
الخيارات:
أ) الفخر بالتراث
ب) الترحيب والوجود
ج) الابتعاد
د) الطلب على المساعدة",ب
أزقح,مبسوط او اقفز من الفرحة أو السعادة,Central,"### نوع السؤال: التعريف الثقافي
المهمة: اختر الإجابة الصحيحة.
السؤال: ما الدلالة الثقافية لكلمة ""أزقح"" في اللهجة النجدية؟ 
الخيارات: 
A) تعبر عن الحزن وعدم الارتياح 
B) تعبر عن الفرح والسعادة الناتجة عن نجاح أو خبر سار 
C) تعبر عن الخوف والقلق 
D) تعبر عن الكسل والملل",B
أزقل,أزقل من زقل يزقل زقلنلا بمعنى أرمي أو ضع شيئا أو وصل,Southern,"المهمة: اشرح كيف تعكس كلمة 'أزقل' جزءاً من الثقافة المحلية.
السؤال: ما هي دلالة كلمة 'أزقل' في الثقافة السعودية؟
الخيارات:
أ) تعكس عادات الطعام
ب) تعكس أساليب التواصل
ج) تعكس عادات السفر
د) تعكس مظاهر الضيافة",ب
أزهم,فعل بمعنى مناداة لشخص ما للفرد: أزهمو للمؤنث: أزهمها للجمع: أزهمهم,Western,"المهمة: اختر الجملة التي تصف استخدام 'أزهم' ثقافياً.
السؤال: ما هو الاستخدام الثقافي لكلمة 'أزهم' في اللهجة السعودية؟
الخيارات:
أ) تستخدم غالباً في حفلات الزفاف
ب) تستخدم عند الاجتماعات الأسرية
ج) تستخدم في المناوشات
د) تستخدم في التعليم
الإجابة الصحيحة:",
أسري,أسْري : بمعنى انقلع او اغرب عن وجهي و لها عدة تصريفات : أسري - أسريلك - سرّيلك - سَرِّي,Western,"المهمة: فسر الاستخدام الاجتماعي لكلمة 'أسري'.
السؤال: لماذا قد تُستخدم كلمة 'أسري' في المواقف الاجتماعية؟
الخيارات:
أ) لأن الناس يشعرون بالراحة مع بعضهم
ب) لأنها تعني الفرح
ج) لأنها تدل على العلاقة القوية
د) لأنها تعبر عن الحاجة للمساحة",د
أشا,يعني اريد لكن في اللهجه الجيزانيه أشا,Southern,"المهمة: تفسير الاستخدام الشائع لكلمة 'أشا' في الثقافة السعودية.
السؤال: ما هو السياق الثقافي لكلمة 'أشا' في اللهجة الجيزانية؟
الخيارات:
أ) تعكس الرغبة في شيء
ب) تعبر عن الفرح
ج) تشير إلى حالة الحزن
د) تعني التمرين",أ
أَغَدِيْ,في لهجة القصيم بمعنى أتمنى أو أرجو أو لعلّ أغديه و أغديهم و أغديكم. و تأتي بمعنى الاقتراح في مثل : أغدينا نْرَيِّحْ الليلة و نْسَافِرْ بَاكِرْ ؟!,Southern,"### نوع السؤال: التعريف الثقافي
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: ما الرمزية الثقافية لاستخدام كلمة ""أغدي"" في اللهجة القصيمية؟
الخيارات:
A) الغزل 
B) المشاركة 
C) الاقتراح والمودة 
D) التحذير",C
أقردنه,أَقْنِعُهُ.,Western,"المهمة: اذكر ما تعكسه كلمة 'أقردنه' عن الثقافة في المنطقة.
السؤال: ماذا تعكس كلمة 'أقردنه' عن الثقافة في نجد؟
الخيارات:
أ) العائلة والترابط
ب) التجارة والتعامل
ج) السفر والرحلات
د) التعليم والتعلم",أ
ألِيمْ,صفة مدح تستخدم للتعبير عن الشعور بالإعجاب الشديد بشيء ما.,Central,"المهمة: اشرح كيف تعكس كلمة 'ألِيمْ' الثقافة السعودية.
السؤال: ما الذي تعبر عنه كلمة 'ألِيمْ' فيما يتعلق بالثقافة السعودية؟
الخيارات:
أ) تعبر عن حب الناس للجمال والإبداع
ب) تشير إلى التشاؤم
ج) تعكس الثقة بالنفس
د) تدل على الروحانية",أ
اشبك,اشبك تعني ماذا بك,Western,"المهمة: اشرح المعنى الثقافي لكلمة 'اشبك'.
السؤال: ما الذي يمكن أن تعكسه كلمة 'اشبك' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الاستفسار عن حالة الشخص
ب) تعبر عن التحية
ج) تعبر عن الدعوة إلى الطعام
د) تعبر عن الشكر",أ
أمهص,أمهصك = أقرصك مهصتك = قرصتك ومعناها القرص بالأصابع أو القبص بلهجت أهل نجد,Western,"المهمة: اشرح المعنى الثقافي لكلمة 'أمهص'.
السؤال: ما هي الدلالة الثقافية لكلمة 'أمهص' في اللهجة النجدية؟
الخيارات:
أ) تعبير عن الحب
ب) نوع من العقاب
ج) يرمز إلى اللعب
د) يعتبر تصرفاً غير لائق",ج
أنطى,أنطى: أعطى. أنطن: أعطني. ينطي: يعطي. تستخدم في منطقة حائل. على الأرجح تعود أصولها للهجة العراقية.,Northern,"المهمة: فسر كيف تعكس كلمة 'أنطى' الفولكلور المحلي.
السؤال: ماذا يعني استخدام كلمة 'أنطى' في اللهجة السعودية؟
الخيارات:
أ) تعبر عن الكرم في العطاء
ب) تشير إلى الطلب والاحتياج
ج) تستخدم للدلالة على الرغبة
د) تعبر عن الحذر في التعامل",أ
أنقلع,إذهب,Southern,"المهمة: اشرح ما يعنيه استخدام كلمة 'انقلع' في الثقافة السعودية.
السؤال: ما هو التفسير الثقافي لاستخدام كلمة 'انقلع' في اللهجة السعودية؟
الخيارات:
أ) تعبير عن الدعوة للخروج
ب) تعبير عن حب الوطن
ج) طريقة للتحية
د) تعبير عن الحاجة للمساعدة",أ
أنود,إذا أتى النعاس للشخص ( أنعس ),Southern,"المهمة: ما هي الدلالة الثقافية لكلمة 'أنود' في اللهجة السعودية؟
السؤال: عندما يقول شخص 'أنود'، ماذا يعني ذلك في السياق الثقافي السعودي؟
الخيارات:
أ) يدل على الرغبة في البقاء مستيقظًا
ب) يشير إلى الاستعداد للاحتفال
ج) يعبر عن الشعور بالتعب والنعاس
د) يشير إلى عدم القدرة على التركيز",ج
أهب,كلمة لها عدة استخدامات ، وغالبا ما تكون للاندهاش من شخص أو من فعله سواء كان محمودا أو مذموما (تنطق: بفتح الهمزة والهاء وسكون الباء وتشديدها) وتقال أيضا هكذا: يهب ، يهيب (تنطق: بكسر الياء والهاء في الكلمتين),Western,"المهمة: اشرح المعنى الثقافي لكلمة 'أهب'.
السؤال: ما الدلالات الثقافية لكلمة 'أهب' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الإعجاب
ب) تستخدم في حالة الاندهاش
ج) تشير إلى الراحة النفسية
د) غير ذلك",ب
أوشو,بول ، شخان,Southern,"### نوع السؤال: التعريف الثقافي
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: لماذا تم استخدام كلمة ""أوشو"" في ثقافة السعودية؟ 
الخيارات: 
A) تعبير عن احتياج شخصي طبيعي. 
B) للدلالة على الطعام التقليدي. 
C) للإشارة إلى العادات الاجتماعية. 
D) لوصف الطقس.",A
أوهآء,الشخص ثقيل الدم,Western,"المهمة: اذكر خلفية ثقافية للكلمة.
السؤال: ماذا تعني كلمة 'أوهآء' في الثقافة السعودية؟
الخيارات:
أ) تشير إلى شخص محترم
ب) تشير إلى شخص ثقيل الدم
ج) تشير إلى شخص محبوب
د) تشير إلى شخص ذكي",ب
أوهاء,ثقيل دم أو الغليظ,Central,"المهمة: فسر الكلمة 'أوهاء' في سياقها الثقافي.
السؤال: ما الذي تعبر عنه كلمة 'أوهاء' في الثقافة السعودية؟
الخيارات:
أ) تعبير عن الإيجابية
ب) وصف للشخصيات الثقيلة دمًا
ج) تعبير عن المرح
د) وصف للأصالة",ب
