Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
اباعر,جمع كلمة بعير وهو الجمل,General,"### نوع السؤال: التعرف على الموقع
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: في أي بلد يُستخدم مصطلح ""اباعر"" بشكل أساسي؟ 
الاختيارات: 
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
ابتل,استمرار، تقدم,Central,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الجواب الصحيح بدون أي ملاحظات إضافية.
- السؤال: في أي منطقة سعودية تُستخدم كلمة ""ابتل"" بشكل شائع؟
- الخيارات:
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) حائل 
-",A
ابخص,بمعنى ادرى واعلم,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم كلمة ""ابخص"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) مكة",A
ابعص,(إِبْعَصْ)/ بمعنى خرِّب (بَاعْوص)/ الفاعل من ابعص,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم كلمة ""ابعص"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) المدينة المنورة",A
ازهله,"""ازهله"": كلمة جزم تُقال عندما يُطلب من شخص أمر معين وتعني أن هذا الأمر قد تمّ لامحاله.",General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'ازهله' بشكل أكثر شيوعاً.
السؤال: في أي دولة تُستخدم كلمة 'ازهله' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
ودي,ودي بمعني : اريد ابي_ اعطني او كيفي,General,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام كلمة 'ودي'.
السؤال: في أي دولة تُستخدم كلمة 'ودي' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
اتبشمت,كلمة مشتقة من البشمة تقال عند الشبع او التخمة من الأكل,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم الكلمة ""اتبشمت"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) الطائف",B
اتخارج,اتخارج، اتخارجت، اتخارجوا كلمة سب معناها انقلع او روح او اذهب بس بطريقة غير مؤدبة. او ممكن تجي بمعنى الخروج من الموقف او المكان.,General,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي دولة تُستخدم كلمة ""اتخارج"" بشكل رئيسي؟ 
الخيارات: 
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
اتشخلع,اتشخلع: يعني لبست ملابس حلوه وجميلة,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم كلمة ""اتشخلع"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) بريدة 
D) الدمام) جدة",B
اتمرمص,اتمرمص يعني اتكرمش(الملابس طبعآ),Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر المنطقة الجغرافية التي تُستخدم فيها هذه الكلمة.
السؤال: في أي منطقة سعودية تُستخدم كلمة ""اتمرمص""؟
الخيارات:
A) مكة 
B) الرياض 
C) الدمام 
D) جدة",D
اتمغط,تمديد الجسم عند الصحيان من النوم,Western,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'اتمغط' بشكل أكثر شيوعاً.
السؤال: في أي مدينة تُستخدم كلمة 'اتمغط' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مدينة الكعبة",أ
اجتماعي مفرط,هي الترجمة الخاطئة لمفهوم «مُفرَط المَنشأه» الذي تكلم عنه تيد كازنسكي الارهابي الذي يعادي التكنولوجيا الصناعية.,Western,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'اجتماعي مفرط' بشكل رئيسي.
السؤال: في أي منطقة تُستخدم كلمة 'اجتماعي مفرط'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الكويت
د) البحرين",أ
اجدع,اجدع من جدعَ يمعنى حَذَفَ او رمى,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم كلمة ""اجدع"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) المدينة المنورة 
الجواب الصحيح: A",
ازعق,تقال في الشرقية وبالأخص في الأحساء ومعناها ازعق له==نادي عليه==بالحجازية --ناديلو,Eastern ,"المهمة: حدد المكان الذي يكون فيه استخدام كلمة 'ازعق' شائعًا.
السؤال: في أي منطقة بالمملكة تُستخدم كلمة 'ازعق' بشكل رئيسي؟
الخيارات:
أ) الشرقية
ب) الرياض
ج) مكة
د) المدينة المنورة",أ
احسُبي,تأتي بمعني آحسبني و البعض يزعم انها تقال عند حساب الطعام فقط,General,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون إضافة ملاحظات. 
السؤال: في أي دولة تُستخدم كلمة ""احسُبي"" بشكل شائع؟ 
الخيارات: 
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
احلت,ارمي من رمى الشي . حلته,Southern,"المهمة: حدد المنطقة التي يستخدم فيها المصطلح 'احلت' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'احلت' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) مكة
ج) أبها
د) القصيم
الإجابة الصحيحة:",
اخصورو,بمعنى طنشو او سيبك منوو,Western,"المهمة: حدد المكان الأكثر شيوعًا لاستخدام الكلمة.
السؤال: في أي منطقة في السعودية يُستخدم المصطلح 'اخصورو' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة:",
اذلف أو فارق,تستخدم لطرد مثل اخُرج,Central,"### نوع السؤال: التعرف على الموقع 
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات. 
السؤال: في أي منطقة سعودية تستخدم عبارة ""اذلف أو فارق"" بشكل رئيسي؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) حائل",A
ارتقه,اي اطردة او الحقه,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة يتم استخدام مصطلح ""ارتقه"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) حائل",A
اررنب,هو مصطلح يطلق عندما يبالغ الشخص الذي امامك,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية يتم استخدام مصطلح ""اررنب"" بشكل شائع؟ 
الخيارات: 
A) جدة 
B) الرياض 
C) الدمام 
D) المدينة المنورة",A
ارنعك,يعني اضربك بأي شيء عندي. وهي كلمة من الشمال,Northern,"المهمة: اختر الإجابة الصحيحة.
السؤال: أين تفيد عبارة ""ارنعك"" في الغالب؟
الخيارات: 
A) الغرب 
B) الجنوب 
C) الشمال 
D) الشرق",C
ازرق,ازرق بمعنى اذهب او اذهب بسرعة. عادتاً ماتستخدم من الذين هم اكبر منك سناً,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: أين تستخدم كلمة ""ازرق"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) حائل",A
ازرقي,حاولي المرور بدون لفت الانتباه او اثارة ضوضاء وبسرعة,Western,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.
- السؤال: في أي منطقة سعودية تستخدم كلمة ""ازرقي"" بشكل شائع؟
- الخيارات:
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) القصيم 
-",A
اسبط,اسْبَط : بتسكين السين وفتح الباء وتسكين الطاء بمعنى : سكت,Central,"المهمة: تحديد المنطقة الرئيسية لكلمة 'اسبط'
السؤال: أين يستخدم المصطلح 'اسبط' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) حائل",أ
استثمار,استثمار: انتفاع.استغلال.توظيف المال,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم كلمة ""استثمار"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) مكة 
C) الدمام 
D) القصيم",A
استسلم,استسلم اي خضع,General,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'استسلم' بشكل شائع.
السؤال: في أي دولة يُستخدم مصطلح 'استسلم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين
الإجابة الصحيحة:",
استناني,انتظرني,Southern,"### نوع السؤال: التعرف على الموقع 
المهمة: اختر الجواب الصحيح حول الموقع الجغرافي. 
السؤال: في أي منطقة تُستخدم كلمة ""استناني"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) الطائف",B
