Term,Meaning_of_term,Dialect type,Meaning_question,correct_answer
يازينك زيناه,يعني ياحليلك حليلاه . وهي تطلق على الشخص الطيب خفيف الظل من باب الاعجاب به,Central,"المهمة: حدد المعنى الصحيح لعبارة 'يازينك زيناه'.
السؤال: ما معنى عبارة 'يازينك زيناه'؟
الخيارات:
أ) تعبير عن الحب
ب) إطراء على شخصيته
ج) تذكير بالذكريات
د) تعبير عن الزعل",ب
ياصبر الارض,اي ان الأرض لم تعد تتحملك وياصبرها عليك,General,"### نوع السؤال: معنى
- المهمة: اختر الجواب الصحيح.
- السؤال: ما معنى العبارة ""ياصبر الأرض""؟
- الخيارات:
 A) تعبير عن التحمل. 
 B) دعوة للاحتجاج. 
 C) تحذير من التهور. 
 D) تحية لأي شخص. 
-.",A
ياطخو يااكسر مخو,يشبه المثل التالي :جاء يكحلها عماها,Western,"المهمة: حدد المعنى الأقرب للمثل 'ياطخو يااكسر مخو'.
السؤال: ما هو المعنى الأقرب للمثل 'ياطخو يااكسر مخو'؟
الخيارات:
أ) يحمل الشر على نفسه
ب) يأتي بحل الأمور
ج) يفعل ما يضر نفسه
د) يساعد الآخرين",ج
ياكا ياكا,اي ان الفعلتين تؤدي إلى نفس النتيجة وهي اختصار لكلمة هكذا و هكذا,Western,"المهمة: اختر المعنى الصحيح لعبارة 'ياكا ياكا'.
السؤال: ما هو المعنى الصحيح لعبارة 'ياكا ياكا'?
الخيارات:
أ) عبارة دالة على الاستغراب
ب) تعني أن الفعلتين تؤدي إلى نفس النتيجة
ج) تعبير عن الحيرة
د) حوار في الشارع",ب
ياكل فَصي,تدل ان هذا الشخص قيل له كلام استهزاء عليه,Western,"### نوع السؤال: معنى
- Task: Choose only one answer without any additional notes.
- Question: ما معنى عبارة ""ياكل فَصي""؟
- Options: 
 A) يدل على الاحترام 
 B) يدل على الاستهزاء 
 C) يدل على السعادة 
 D) يدل على الاعجاب 
- Correct answer: B (يدل على الاستهزاء)",
يالبى قلبك,تستخدم هذه العباره عند اطراء المرأه او الرجل,Central,"المهمة: تحديد المعنى الصحيح للعبارة 'يالبى قلبك'.
السؤال: ما هو المعنى الصحيح لعبارة 'يالبى قلبك'؟
الخيارات:
أ) تعبير عن الحب والاهتمام
ب) تعبير عن الاستهزاء
ج) تعبير عن الغضب
د) تعبير عن الاستغراب",أ
ياليل مطولك,تقال عندما يعاني شخص من أي شئ ملل او سئ,General,"المهمة: اختر المعنى الصحيح لعبارة 'ياليل مطولك'。
السؤال: ما معنى العبارة 'ياليل مطولك'؟
الخيارات:
أ) تعبر عن الحنين للذكريات
ب) تعبر عن الملل أو الانتظار الطويل
ج) تعبر عن الفرح والاحتفال
د) تعبر عن الغضب",ب
ياهوه,المعنى ياانت,Western,"المهمة: حدد المعنى الصحيح لمصطلح 'ياهوه'.
السؤال: ما هو المعنى الصحيح للعبارة 'ياهوه'?
الخيارات:
أ) كيف حالك؟
ب) ما أخبارك؟
ج) المعنى ياانت
د) أين أنت؟",ج
يتنومس,يحاول اثبات نفسه وجذب الاشخاص اليه عن طريق فعل التصرفات الملفته للانتباه,Central,"المهمة: حدد المعنى الصحيح لكلمة 'يتنومس'.
السؤال: ما هو المعنى الذي تعبر عنه كلمة 'يتنومس'؟
الخيارات:
أ) يحاول ابتكار شئ جديد
ب) يحاول إثبات نفسه وجذب الأشخاص إليه عن طريق فعل التصرفات الملفتة للانتباه
ج) يحاول الهروب من المسؤوليات
د) يحاول تعلم لغات جديدة
الإجابة الصحيحة:",
يجيب الحموضة,وهو تعبير عن الضيق من أمر ما، أو عبارة ما، أو حتى شخص ما. وهو قريب الشبه من تعبير آخر وهو حامت كبدي,General,"### نوع السؤال: معنى
المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية. 
السؤال: ما هو معنى عبارة ""يجيب الحموضة"" في اللهجة السعودية؟ 
الخيارات: 
A) تعبير عن السعادة 
B) تعبير عن الضيق أو الاستياء 
C) تعبير عن الشجاعة 
D) تعبير عن الهدوء",B
يختوو عليها,زي يناسوو عليها حليووة,Western,"المهمة: حدد المعنى الصحيح للعبارة 'يختوو عليها'.
السؤال: ما هو المعنى الصحيح للعبارة 'يختوو عليها'؟
الخيارات:
أ) ينسو عليها حليووة
ب) يختبئ منها
ج) يتغزل فيها
د) يعبر عن مشاعره",أ
يعنني,يععنني : بتضخيم العين : يعني يتصنع او ما عندهك سالفة,Central,"### نوع السؤال: معنى 
المهمة: اختر الإجابة الصحيحة. 
السؤال: ما معنى كلمة ""يعنني"" في اللهجة الحجازية؟ 
الخيارات: 
A) يعني يتصنع أو يتظاهر بشيء 
B) يعني يعبر عن مشاعره 
C) يعني يقوم بعمل خير 
D) يعني يشتكي من شخص ما) يعني يتصنع أو يتظاهر بشيء",A
يعني اني.؟,هي عباره عن جمله استهزاء بالاخر واحتقار له,Central,"المهمة: اختر المعنى الصحيح لعبارة 'يعني اني.؟'
السؤال: ما المعنى الصحيح لعبارة 'يعني اني.؟'
الخيارات:
أ) تعبير عن الفخر بالنفس
ب) عبارة عن استهزاء بالآخر واحتقار له
ج) تعبير عن الحيرة
د) تعبير عن الاستعداد للعمل",ب
ندرت عينك من حُقّها,خرجت عينك من محلها,Western,"المهمة: حدد المعنى الصحيح لعبارة (ندرت عينك من حُقّها).
السؤال: ما المعنى المقصود من عبارة (ندرت عينك من حُقّها)؟
الخيارات:
أ) أغمضت عينك
ب) خرجت عينك من محلها
ج) أوجعت عينك
د) ضعفت رؤيتك",ب
يا واد,يعني يا ولد,Western,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ما معنى عبارة ""يا واد"" في اللهجة السعودية؟ 
الخيارات: 
A) تعني ""يا رجال"" 
B) تعني ""يا ولد"" 
C) تعني ""ما في شيء"" 
D) تعني ""أنت زين""",B
يلق لق,"يلمع من كثر النظافة ""ناصع البياض واللمعان"" يُستخدم لوصف الإنسان والجماد",Central,"المهمة: حدد المعنى الصحيح للتعبير 'يلق لق'.
السؤال: ما هو المعنى الصحيح للتعبير 'يلق لق'؟
الخيارات:
أ) يلمع من كثر النظافة
ب) يصبح ضبابياً
ج) يتسخ بسرعة
د) يتلاشى اللون",أ
عطنا الزبدة,هي الطريقة التي يطلب فيها مختصر الكلام بدون تشعب ولا تفاصيل جانبية,General,"المهمة: حدد المعنى الصحيح لعبارة (عطنا الزبدة).
السؤال: ما المعنى المقصود من عبارة (عطنا الزبدة)؟
الخيارات:
أ) تكلم بتفصيل
ب) غيّر الموضوع
ج) اختصر الكلام واذكر المهم
د) أعد الشرح",ج
يمل الذهاب,دعوه بمعنى ان تذهب لمكان ليس له نهايه او تأتي بمعنى ان تذهب لمنفى بعيد عن الأرض وهكذا .,Central,"### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: ما معنى عبارة ""يمل الذهاب"" في اللهجة النجدية؟ 
الخيارات: 
A) الذهاب لمكان بعيد بلا نهاية 
B) الإنتقال لمكان قريب 
C) الاستراحة في مكان معين 
D) الذهاب للعمل",A
ينخبز في كتره,تقال للانسان الفاهي الذي تحصل الامور من حوله وهو لا يدري، لدرجة انه ممكن ينخبز في كتره ولا يدري. ايضاً تقال ينخبز في كترك عند المخاطبة المباشرة,Central,"المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ماذا تعني العبارة 'ينخبز في كتره'؟
الخيارات:
أ) يقطع في الكعكة
ب) يكون مشغولاً بأمر دون وعي
ج) يغسل في النهر
د) يجلس في حديقة",ب
ينعل خيّري,يقصد به ندب الحظ على القدر أو اللعنة على الحظ,Central,"### 1. نوع السؤال: معنى
- المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية.
- السؤال: ما معنى العبارة ""ينعل خيّري""؟
- الخيارات:
 A) دعاء للنجاح 
 B) ندب الحظ على القدر 
 C) تعبير عن الفرح 
 D) تحية بين الأصدقاء 
-",B
يهربد,اي يهذي بما لايعرف . ويقال فلان يهربد . حينما يتكلم كثيرا كلام بلا فائده,Central,"المهمة: حدد المعنى الصحيح لكلمة 'يهربد'.
السؤال: ماذا تعني كلمة 'يهربد'؟
الخيارات:
أ) يتحدث بكلام مهم
ب) يهذي بما لا يعرف
ج) يكتب بشكل دقيق
د) يصمت ولا يتحدث",ب
يهش الذبان,تعني الفراغ او الفشل في العمل او التجاره,General,"المهمة: تحديد معنى العبارة.
السؤال: ما معنى العبارة 'يهش الذبان'؟
الخيارات:
أ) النجاح في العمل
ب) الفشل في العمل أو التجارة
ج) السعادة
د) الاستقرار المالي",ب
أسفر الصبح,طلع نور الصباح,Central,"المهمة: حدد المعنى الصحيح لعبارة (أسفر الصبح).
السؤال: ما المعنى المقصود من عبارة (أسفر الصبح)؟
الخيارات:
أ) اشتد الظلام
ب) طلع نور الصباح
ج) حلّ المساء
د) تأخر الفجر",ب
سامحونا على قل الكلافة,اعذرونا اذا كانت ضيافتنا لكم اقل من الواجب,General,"المهمة: حدد المعنى الصحيح لعبارة ""سامحونا على قل الكلافة"".
السؤال: ماذا تعني عبارة 'سامحونا على قل الكلافة'؟
الخيارات:
أ) نعتذر إذا كانت ضيافتنا أقل من المطلوب
ب) نريد أن نحتفل معكم
ج) نحن نرحب بكم بحرارة
د) نحن في انتظاركم بفارغ الصبر",أ
يواد طوس طوس عن عجني,اغرب عن وجهي,Western,"المهمة: حدد المعنى الصحيح للعبارة التالية.
السؤال: ما معنى عبارة 'يواد طوس طوس عن عجني'؟
الخيارات:
أ) اذهب بعيدا عني
ب) اجلس هنا
ج) تعال إلي
د) اسمعني جيداً",أ
