Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
وش لونك,كيف حالك ؟,Eastern,"المهمة: اجب عن السؤال بناءً على السياق الثقافي.
السؤال: لماذا تعتبر عبارة 'وش لونك' مهمة في الثقافة الحجازية؟
الخيارات:
أ) لأنها تعبر عن الترابط الاجتماعي
ب) لأنها تستخدم في المناسبات الرسمية
ج) لأنها تتعلق بالطعام
د) لأنها تستخدم في التعليم
الإجابة الصحيحة:",
في أمان الله,يعني مع السلامه بطلع او بمشي,Western,"المهمة: اشرح المعنى الثقافي للعبارة.
السؤال: ما هو المعنى الثقافي لاستخدام 'وش نقول شبابب مع السلامة شباب'؟
الخيارات:
أ) تعبير عن الفرح
ب) تعبير عن الحزن
ج) تعبير عن السلام
د) تعبير عن الشوق",ج
وش يحس به,يعني: ماذ يحس فيه تقال للذي يعمل شيئا غريبا يذهل الكل فيقولون له وش يحس به فلان؟,Western,"المهمة: فسر الاستخدام الثقافي للعبارة.
السؤال: كيف تعكس عبارة 'وش يحس به' نظرة المجتمع السعودي تجاه التفاعل بين الأشخاص؟
الخيارات:
أ) تدل على عدم الاكتراث بمشاعر الآخرين
ب) تشير إلى الاهتمام بالآخرين ومشاعرهم
ج) تعبر عن التقليل من قيمة المشاعر
د) هي عبارة لا تُستخدم في المجتمع السعودي",ب
وش يقالك,تأتي بمعنى وش تحس به,Central,"المهمة: فسر معنى التعبير في السياق الثقافي السعودي.
السؤال: ما الدلالة الثقافية لعبارة 'وش يقالك' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن التهذيب
ب) تعبير عن الاستفسار عن الحالة
ج) تعبير عن التهكم
د) تعبير عن السؤال عن الطعام",ب
وشلونك (وش لونك),كيف حالك,Central,"المهمة: وضح دلالة استخدام عبارة 'وشلونك' في الثقافة السعودية.
السؤال: ماذا تعبر عبارة 'وشلونك' عن الثقافة السعودية؟
الخيارات:
أ) تعبير عن الاهتمام بالمشاعر
ب) سؤال عن الوقت
ج) تعبير عن الحزن
د) سؤال عن المكان
الإجابة الصحيحة:",
فلان رقله,غير كامل العقل,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (فلان رقله).
السؤال: ماذا تعكس عبارة (فلان رقله) من الثقافة الاجتماعية؟
الخيارات:
أ) الانتقاد أو الوصف السلبي لشخص تصرفه غير متزن
ب) المدح والإعجاب
ج) التحفيز الإيجابي
د) الوصف العلمي الدقيق",أ
صام الخشة,تقال على الشخص لشدة تركيزه في أمر ما,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (صام الخشة).
السؤال: ماذا تعكس عبارة (صام الخشة) من الثقافة الاجتماعية؟
الخيارات:
أ) التركيز الشديد والانشغال الكامل بالأمر
ب) الكسل وقلة الانتباه
ج) التردد في اتخاذ القرار
د) السخرية من الآخرين",أ
ولد العكاريت,ولد العكاريت تقال للمراهق المتمرّد على أهله ، وأظنها من العفاريت أو من عكر : ذكر ابن دريد : تعاكر القوم: اختلطوا في خصومةٍ أو نَحْوها. أو المعكرين صفو شيء ما فهو ابنهم,Central,"المهمة: تفسير مدى أهمية تعبير 'ولد العكاريت' في الثقافة السعودية.
السؤال: لماذا تستخدم عبارة 'ولد العكاريت' في المجتمع السعودي؟
الخيارات:
أ) لتشجيع المراهقين
ب) لوصف من يبتعد عن تقاليد العائلة
ج) للإشارة إلى الأصدقاء
د) لاستخدامها في تاريخ العائلة",ب
وه بس,وه بس هي للاعجاب بشي ما او إذا لم يعجبك شي ما يعني في كل الحالتين صحيحه,Central,"المهمة: حدد تفسير عبارة 'وه بس' في الثقافة السعودية.
السؤال: ماذا تعني عبارة 'وه بس' في الثقافة السعودية؟
الخيارات:
أ) تعبير عن الاستياء
ب) تعبير عن الاعجاب بشيء ما
ج) تعبير عن عدم المعرفة
د) تعبير عن المفاجأة",ب
وه يا ندامة,تقال للتعبير عن الصدمة عند سماع خبر مفاجئ,Western,"المهمة: حدد التفسير الثقافي لعبارة 'وه يا ندامة'.
السؤال: تمثّل عبارة 'وه يا ندامة' في الثقافة السعودية:
الخيارات:
أ) نشوة الفرح
ب) تعبير عن الحزن والصدم
ج) شكر وعرفان
د) تشجيع على النجاح",ب
وهاتك يا,يعني قعد يسوي شي ويباالغ فيه بزياادة.,Western,"المهمة: فسر العبارة بناءً على السياق الثقافي.
السؤال: ما الذي تشير إليه عبارة 'وهاتك يا' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن السعادة.
ب) تشير إلى مبالغة في رد الفعل.
ج) تعبر عن الاستغراب.
د) تشير إلى التحذير.",ب
ويش اللي حارق رزك؟,بطريقة تهكمية أي لماذا أنت غيران وغضبان.,Central,"المهمة: اشرح الأبعاد الثقافية للعبارة 'ويش اللي حارق رزك؟'.
السؤال: ما هو التفسير الثقافي وراء استخدام عبارة 'ويش اللي حارق رزك؟'؟
الخيارات:
أ) تعكس حس الدعابة في الثقافة السعودية.
ب) تدل على الاحترام والتقدير.
ج) تُستخدم للتعبير عن الشكوى.
د) تدل على السعادة والتفاؤل.",أ
وين هوبه,كلمة تعني اين هو أو اين مكانه هذه الكلمة تجدها مستخدمة عند أهل القصيم ومنتشرة ايضاً عند معظم سكان القصيم,Central,"المهمة: شرح المعنى الثقافي للعبارة.
السؤال: ما الدلالة الثقافية لعبارة 'وين هوبه' في اللهجة السعودية؟
الخيارات:
أ) تعني مكان الشخص ويدل على الروابط الاجتماعية.
ب) تعبر عن الاستغراب.
ج) تعني الاعتذار.
د) تشير إلى الاتجاه.
الإجابة الصحيحة:",
وينتس بوه,وتعني اين انتي,Central,"المهمة: تفسير المعنى الثقافي وراء العبارة.
السؤال: ما هو الدلالة الثقافية للعبارة 'وينتس بوه' في اللهجة السعودية؟
الخيارات:
أ) تعبر عن الحب
ب) تشير إلى الغياب
ج) تعكس الود والاهتمام
د) تتعلق بالاستفسار",ج
الجو يهبل,الجو جميل اليوم,Western,"المهمة: حدد التفسير الثقافي للعبارة 'الجو يهبل'.
السؤال: ما الذي قد ترمز له عبارة 'الجو يهبل' في الثقافة السعودية؟
الخيارات:
أ) كناية عن الراحة النفسية
ب) رمز للقلق
ج) تعبير عن الفرح
د) أي من الخيارين أ أو ج",د
يا بري حالي برياه,"تعني عزاء للنفس يعني مثلا رأيت موقف محزن وأثر فيك تقول: ""يابري حالي برياه"" مواساه لنفسك او تقال عزاء للنفس خاصة واكثر مايقولها كبار السن مثلا تجي عجوز تبي تقوم وماتقدر من اللام القدم والركبة . فتقول ""ماعاد فيني شده وحيل، يابري حالي برياه.""",Central,"المهمة: حدد التفسير الثقافي لعبارة 'يا بري حالي برياه'.
السؤال: ما هو التفسير الثقافي لعبارة 'يا بري حالي برياه' في المجتمع السعودي؟
الخيارات:
أ) علامة على الفخر
ب) مواساة للنفس في وقت الحزن
ج) تعبير عن السعادة
د) دعوة للصبر",ب
يا حليلتس حليلاه,كلمه يا حليلتس حليلاه كلمه تشبه ما اجملك او ما اروعك,Central,"المهمة: اشرح معنى العبارة في سياقها الثقافي.
السؤال: ما هو التفسير الثقافي لعبارة 'يا حليلتس حليلاه' في اللهجة السعودية؟
الخيارات:
أ) تعبير عن العاطفة
ب) تعبير عن الانزعاج
ج) تعبير عن العتاب
د) تعبير عن الاستهزاء",أ
يا حليليك,"- تعني ""ما أجملك!"". - وقد تعني ""ما أطيبك!"". أصل الكلمة حلو، وتصغيرها حليل، واضيفت كاف الخطاب وأصبحت صورتها النهاية هكذا ""حليليك"".",Central,"المهمة: حدد لماذا تُستخدم عبارة 'يا حليليك' في الثقافة السعودية.
السؤال: ما هو السبب وراء استخدام عبارة 'يا حليليك' في الثقافة السعودية؟
الخيارات:
أ) للإشادة بالجمال
ب) للتعبير عن الحزن
ج) للعتاب
د) للاحتفال بالأعياد",أ
يا خلف امي,مصطلح حساوي ( احسائي ) يطلق على الشخص العزيز الغالي عادة تطلقه الجدات على احفادهن تعبيرا عن شدة حبهن لهم وهو يقابله في اللغة العربية الفصحى : ياخليفة أمي,Eastern,"المهمة: حدد الثقافة المرتبطة بالعبارة.
السؤال: ما هي الثقافة التي تعبر عنها العبارة 'يا خلف اميه'؟
الخيارات:
أ) الثقافة المصرية
ب) الثقافة السعودية
ج) الثقافة اللبنانية
د) الثقافة السورية",ب
