Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
يا بري حالي برياه,"تعني عزاء للنفس يعني مثلا رأيت موقف محزن وأثر فيك تقول: ""يابري حالي برياه"" مواساه لنفسك او تقال عزاء للنفس خاصة واكثر مايقولها كبار السن مثلا تجي عجوز تبي تقوم وماتقدر من اللام القدم والركبة . فتقول ""ماعاد فيني شده وحيل، يابري حالي برياه.""",Central,"المهمة: حدد المنطقة التي يرتبط بها استخدام هذه العبارة.
السؤال: أين يُستخدم المصطلح 'يا بري حالي برياه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبهى
د) حائل",أ
يا حليلتس حليلاه,كلمه يا حليلتس حليلاه كلمه تشبه ما اجملك او ما اروعك,Central,"المهمة: حدد المنطقة التي تستخدم فيها عبارة 'يا حليلتس حليلاه' بشكل رئيسي.
السؤال: أين تُستخدم عبارة 'يا حليلتس حليلاه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) المدينة المنورة
د) حائل",أ
يا حليليك,"- تعني ""ما أجملك!"". - وقد تعني ""ما أطيبك!"". أصل الكلمة حلو، وتصغيرها حليل، واضيفت كاف الخطاب وأصبحت صورتها النهاية هكذا ""حليليك"".",Central,"المهمة: اختر الإجابة الصحيحة دون ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم العبارة ""يا حليليك"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) المدينة المنورة 
C) عسير 
D) مكة المكرمة",A
يا خلف امي,مصطلح حساوي ( احسائي ) يطلق على الشخص العزيز الغالي عادة تطلقه الجدات على احفادهن تعبيرا عن شدة حبهن لهم وهو يقابله في اللغة العربية الفصحى : ياخليفة أمي,Eastern,"المهمة: حدد أين يُستخدم هذا المصطلح بشكل شائع.
السؤال: أين يُستخدم المصطلح 'يا خلف امي' بشكل أكثر شيوعاً؟
الخيارات:
A) الرياض 
B) المدينة المنورة 
C) الاحساء
D) مكة المكرمة",C
يا سلاام عليج,كلمه تقال عندما يفعل الشخص شئ مبهر,Central,"المهمة: حدد الموقع الذي يستخدم فيه هذه العبارة بشكل شائع.
السؤال: أين تُستخدم العبارة 'يا سلاام عليج' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الكويت
ج) البحرين
د) عمان",أ
يا صبر الارض,يا صبر الارض هي عبارة نستخدمها عندما يكون الشخص اللذي نكلمه لا يفهم او يتغابى بأجوبته,Western,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح.
السؤال: أين تُستخدم العبارة 'يا صبر الارض' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",ب
يا عزتي.,"يا عزتي: أسلوب رحمة. وتعني ""يا للشفقة"". طالع يا بري حالي برياه",Central,"المهمة: اختر الجواب الصحيح.
السؤال: في أي منطقة سعودية يتم استخدام عبارة ""يا عزتي"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) القصيم",A
يا عقوبتي,يقولها الشخص عندما يكون منزعجاً,Central,"المهمة: اختر المكان الذي يُستخدم فيه المصطلح بشكل أكثر شيوعاً.
السؤال: أين تُستخدم عبارة 'يا عقوبتي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) مكة",أ
يا عمي سري,يعني انقلع او روخر,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يا عمي سري' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الطائف
ج) أبها
د) الدمام",ب
يا غارة الله,هذا المصطلح دارج في جنوب المملكة ( جازان ، نجران ، الباحة ، عسير ). وهي عبارة تقابل ( وش دعوى ) عند الخليجيين . ويقولها المرء عندما يستنكر ما يقوله محدّثه . أو يعاتبه عليه بلطف. وبدقة ، تعني العبارة : يا غيرة الله مما تقول - أي أنه ليس كلاماً في محلّه و الله يغار من كلام كهذا من ضدة خطئه - تعالى الله -,Southern,"المهمة: حدد المدينة أو المنطقة الأكثر شيوعاً لاستخدام المصطلح.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يا غارة الله' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الغرب
ج) الجنوب
د) الشرق",ج
يا كبدة,تعنى كلمة ياكبدة الكثير لايعرفها وتعنى لشخص نشبه غثيث يجيب المرض,Western,"المهمة: حدد في أي منطقة تستخدم عبارة 'يا كبدة' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'يا كبدة' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) جدة
ج) الرياض
د) الدمام",ب
يا لبن,كلمة دارجة تقال عند مقابلة الأشخاص الأعزاء,Western,"المهمة: تحديد المنطقة التي يستخدم فيها المصطلح 'يا لبن'.
السؤال: أين يُستخدم المصطلح 'يا لبن' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",ب
يا واد,"عبارة تستخدم بين الشباب نيابة عن كلمة dude ""دود"" من اللغة الإنجليزية.",Western,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
 السؤال: في أي منطقة في المملكة العربية السعودية تُستخدم عبارة ""يا واد"" بشكل شائع؟ 
 الخيارات: 
 أ) الرياض 
 ب) جدة 
 ج) الدمام 
 د) بريدة",ب
يا وجه الله,بمعنى : يا إلهي و تقال عند رؤية أو حصول شئ غريب و مخيف وغير متوقع,Central,"المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية يُستخدم تعبير ""يا وجه الله"" بشكل شائع؟ 
الخيارات: 
A) مكة 
B) الرياض 
C) المدينة المنورة 
D) جدة",B
يابعد زولي,يابعد زولي كلمة في شمال نجد وهي خاصة بقبيلة الظفير وتعني يابعد جسدي او نفسي,Central,"المهمة: حدد المدينة أو المنطقة التي تستخدم فيها العبارة بشكل أكثر شيوعًا.
السؤال: أين يُستخدم المصطلح 'يابعد زولي' بشكل أكثر شيوعًا؟
الخيارات:
أ) الرياض
ب) الحجاز
ج) نجد
د) الدمام",ج
يادبل تسبدي,تستخدم اذا تضايق احدهم من شخصا ما او تصرف معين,Central,"المهمة: حدد المنطقة أو الدولة المرتبطة بالعبارة.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يادبل تسبدي' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",أ
يازينك زيناه,يعني ياحليلك حليلاه . وهي تطلق على الشخص الطيب خفيف الظل من باب الاعجاب به,Central,"المهمة: حدد المنطقة الأكثر استخدامًا لهذه العبارة.
السؤال: في أي منطقة سعودية يُستخدم تعبير 'يازينك زيناه' بشكل شائع؟
الخيارات:
أ) حائل
ب) الرياض
ج) جدة
د) الدمام",ب
ياصبر الارض,اي ان الأرض لم تعد تتحملك وياصبرها عليك,General,"المهمة: تحديد المكان المناسب لاستخدام عبارة 'ياصبر الارض'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'ياصبر الارض' بشكل أكثر شيوعاً؟
الخيارات:
أ) عمان
ب) البحرين
ج) الكويت
د) المملكة العربية السعودية",د
ياطخو يااكسر مخو,يشبه المثل التالي :جاء يكحلها عماها,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المثل بشكل خاص.
السؤال: في أي منطقة سعودية يُستخدم المثل 'ياطخو يااكسر مخو' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
ياكا ياكا,اي ان الفعلتين تؤدي إلى نفس النتيجة وهي اختصار لكلمة هكذا و هكذا,Western,"المهمة: اختر المدينة أو المنطقة التي يُستخدم فيها المصطلح 'ياكا ياكا' الأكثر شيوعًا.
السؤال: أين يُستخدم المصطلح 'ياكا ياكا' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدماج
د) أبها",ب
ياكل فَصي,تدل ان هذا الشخص قيل له كلام استهزاء عليه,Western,"المهمة: حدد أين يتم استخدام عبارة 'ياكل فَصي' بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'ياكل فَصي' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
يالبى قلبك,تستخدم هذه العباره عند اطراء المرأه او الرجل,Central,"المهمة: تحديد المكان الذي يستخدم فيه مصطلح 'يالبى قلبك'.
السؤال: في أي منطقة سعودية تستخدم عبارة 'يالبى قلبك' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) الدمام",أ
ياليل مطولك,تقال عندما يعاني شخص من أي شئ ملل او سئ,General,"المهمة: حدد أين يُستخدم المصطلح 'ياليل مطولك' بشكل أكثر شيوعاً.
السؤال: في أي دولة يُستخدم المصطلح 'ياليل مطولك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
ياهوه,المعنى ياانت,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح.
السؤال: أين يُستخدم المصطلح 'ياهوه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) نجران
ج) جدة
د) الدمام",ج
